date,product_id,product_name,category,sub_category,cost_price,base_msrp,current_price,discount_pct,is_promotion,competitor_1_price,competitor_2_price,competitor_3_price,comp_avg_price,comp_min_price,price_diff_vs_comp_avg,price_ratio_vs_min,product_rating,rating_count,units_sold,revenue,gross_profit,profit_margin_pct,stock_level,stockout_flag,day_of_week,month,is_weekend,is_holiday,macro_economic_index,sales_channel
2025-01-01,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,40.79,18.4,1,53.57,50.08,46.06,49.9,46.06,-9.11,0.8856,4.4,890,101,4119.79,2301.79,55.87,720,0,Wednesday,1,0,1,100.53,Direct Web Store
2025-01-01,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,22.7,24.3,1,30.85,28.95,25.21,28.34,25.21,-5.64,0.9004,4.8,2890,123,2792.1,1746.6,62.56,1100,0,Wednesday,1,0,1,100.53,Mobile App
2025-01-01,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,49.67,17.2,1,65.0,60.06,56.7,60.59,56.7,-10.92,0.876,4.6,1640,114,5662.38,2926.38,51.68,580,0,Wednesday,1,0,1,100.53,Direct Web Store
2025-01-01,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,29.32,16.2,1,36.51,34.21,33.24,34.65,33.24,-5.33,0.8821,4.5,1210,105,3078.6,1923.6,62.48,870,0,Wednesday,1,0,1,100.53,Direct Web Store
2025-01-01,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,35.39,11.5,1,37.91,40.74,39.8,39.48,37.91,-4.09,0.9335,4.7,780,100,3539.0,2039.0,57.62,420,0,Wednesday,1,0,1,100.53,Direct Web Store
2025-01-01,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,232.39,17.0,1,289.34,286.6,258.59,278.18,258.59,-45.79,0.8987,4.8,2340,88,20450.32,8130.32,39.76,160,0,Wednesday,1,0,1,100.53,Amazon Marketplace
2025-01-01,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,19.69,21.2,1,25.79,23.24,25.61,24.88,23.24,-5.19,0.8472,4.9,5600,103,2028.07,1101.07,54.29,1500,0,Wednesday,1,0,1,100.53,Direct Web Store
2025-01-01,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,74.06,17.7,1,95.65,88.26,91.16,91.69,88.26,-17.63,0.8391,4.4,430,117,8665.02,3751.02,43.29,290,0,Wednesday,1,0,1,100.53,Amazon Marketplace
2025-01-02,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,188.59,5.7,0,199.86,181.98,186.17,189.34,181.98,-0.75,1.0363,4.6,1240,24,4526.16,1886.16,41.67,450,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,326.54,6.7,0,331.87,393.29,341.58,355.58,331.87,-29.04,0.9839,4.7,890,22,7183.88,2563.88,35.69,280,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,148.49,1.0,0,152.16,138.76,146.34,145.75,138.76,2.74,1.0701,4.4,2150,22,3266.78,1616.78,49.49,600,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,39.59,1.0,0,38.68,40.78,43.05,40.84,38.68,-1.25,1.0235,4.8,4320,25,989.75,639.75,64.64,1200,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,46.84,6.3,0,51.22,48.77,51.26,50.42,48.77,-3.58,0.9604,4.5,3100,47,2201.48,1167.48,53.03,850,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,69.29,1.0,0,75.35,73.14,62.71,70.4,62.71,-1.11,1.1049,4.3,640,33,2286.57,1362.57,59.59,520,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,42.79,4.9,0,45.32,46.35,47.74,46.47,45.32,-3.68,0.9442,4.7,1820,25,1069.75,669.75,62.61,940,0,Thursday,1,0,0,99.86,Direct Web Store
2025-01-02,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,52.74,4.1,0,56.33,59.07,51.22,55.54,51.22,-2.8,1.0297,4.5,510,20,1054.8,614.8,58.29,410,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,111.59,7.0,0,124.49,103.9,107.19,111.86,103.9,-0.27,1.074,4.6,980,34,3794.06,2162.06,56.99,310,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,93.69,6.3,0,100.58,95.4,90.65,95.54,90.65,-1.85,1.0335,4.7,3450,31,2904.39,1509.39,51.97,390,0,Thursday,1,0,0,99.86,Direct Web Store
2025-01-02,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,182.58,3.9,0,196.88,191.95,165.57,184.8,165.57,-2.22,1.1027,4.5,1120,30,5477.4,2627.4,47.97,210,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,127.91,1.6,0,137.12,117.4,124.36,126.29,117.4,1.62,1.0895,4.6,1430,24,3069.84,1749.84,57.0,480,0,Thursday,1,0,0,99.86,Direct Web Store
2025-01-02,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,49.64,0.7,0,51.22,49.24,45.63,48.7,45.63,0.94,1.0879,4.4,890,22,1092.08,696.08,63.74,720,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,28.16,6.1,0,30.13,29.38,27.2,28.9,27.2,-0.74,1.0353,4.8,2890,37,1041.92,727.42,69.82,1100,0,Thursday,1,0,0,99.86,Amazon Marketplace
2025-01-02,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,55.67,7.2,0,60.06,53.52,58.71,57.43,53.52,-1.76,1.0402,4.6,1640,29,1614.43,918.43,56.89,580,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,34.29,2.0,0,36.63,32.44,35.09,34.72,32.44,-0.43,1.057,4.5,1210,26,891.54,605.54,67.92,870,0,Thursday,1,0,0,99.86,Direct Web Store
2025-01-02,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,38.95,2.6,0,42.24,33.44,38.11,37.93,33.44,1.02,1.1648,4.7,780,24,934.8,574.8,61.49,420,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,258.15,7.8,0,304.35,278.39,254.53,279.09,254.53,-20.94,1.0142,4.8,2340,28,7228.2,3308.2,45.77,160,0,Thursday,1,0,0,99.86,Mobile App
2025-01-02,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.09,7.6,0,26.7,21.62,26.69,25.0,21.62,-1.91,1.068,4.9,5600,37,854.33,521.33,61.02,1500,0,Thursday,1,0,0,99.86,Direct Web Store
2025-01-02,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,84.32,6.3,0,91.97,90.77,86.81,89.85,86.81,-5.53,0.9713,4.4,430,45,3794.4,1904.4,50.19,290,0,Thursday,1,0,0,99.86,Mobile App
2025-01-03,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,195.99,2.0,0,202.85,189.9,191.43,194.73,189.9,1.26,1.0321,4.6,1240,21,4115.79,1805.79,43.87,450,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,338.09,3.4,0,357.32,319.45,358.73,345.17,319.45,-7.08,1.0584,4.7,890,34,11495.06,4355.06,37.89,280,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,149.24,0.5,0,144.94,135.94,136.4,139.09,135.94,10.15,1.0978,4.4,2150,28,4178.72,2078.72,49.75,600,0,Friday,1,0,0,100.44,Mobile App
2025-01-03,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,37.19,7.0,0,40.03,39.55,42.83,40.8,39.55,-3.61,0.9403,4.8,4320,28,1041.32,649.32,62.36,1200,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,48.24,3.5,0,52.6,45.22,48.68,48.83,45.22,-0.59,1.0668,4.5,3100,23,1109.52,603.52,54.39,850,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,66.49,5.0,0,68.52,76.09,73.24,72.62,68.52,-6.13,0.9704,4.3,640,29,1928.21,1116.21,57.89,520,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,44.59,0.9,0,45.88,46.03,43.27,45.06,43.27,-0.47,1.0305,4.7,1820,26,1159.34,743.34,64.12,940,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,52.35,4.8,0,53.29,57.28,54.2,54.92,53.29,-2.57,0.9824,4.5,510,33,1727.55,1001.55,57.98,410,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,118.31,1.4,0,119.33,122.93,133.38,125.21,119.33,-6.9,0.9915,4.6,980,23,2721.13,1617.13,59.43,310,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,93.89,6.1,0,99.55,97.43,96.17,97.72,96.17,-3.83,0.9763,4.7,3450,31,2910.59,1515.59,52.07,390,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,181.82,4.3,0,189.56,191.76,160.39,180.57,160.39,1.25,1.1336,4.5,1120,24,4363.68,2083.68,47.75,210,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,125.7,3.3,0,133.54,111.08,124.49,123.04,111.08,2.66,1.1316,4.6,1430,36,4525.2,2545.2,56.25,480,0,Friday,1,0,0,100.44,Mobile App
2025-01-03,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,49.64,0.7,0,54.51,48.04,45.42,49.32,45.42,0.32,1.0929,4.4,890,35,1737.4,1107.4,63.74,720,0,Friday,1,0,0,100.44,Mobile App
2025-01-03,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,27.62,7.9,0,28.89,28.57,30.19,29.22,28.57,-1.6,0.9667,4.8,2890,26,718.12,497.12,69.23,1100,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,58.61,2.3,0,54.76,59.5,57.69,57.32,54.76,1.29,1.0703,4.6,1640,29,1699.69,1003.69,59.05,580,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,32.79,6.3,0,35.6,31.83,32.36,33.26,31.83,-0.47,1.0302,4.5,1210,17,557.43,370.43,66.45,870,0,Friday,1,0,0,100.44,Direct Web Store
2025-01-03,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,39.39,1.5,0,41.77,37.87,38.91,39.52,37.87,-0.13,1.0401,4.7,780,30,1181.7,731.7,61.92,420,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,271.03,3.2,0,284.1,284.11,233.41,267.21,233.41,3.82,1.1612,4.8,2340,28,7588.84,3668.84,48.35,160,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.02,7.9,0,24.76,24.79,22.65,24.07,22.65,-1.05,1.0163,4.9,5600,24,552.48,336.48,60.9,1500,0,Friday,1,0,0,100.44,Amazon Marketplace
2025-01-03,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,83.87,6.8,0,83.88,86.59,81.21,83.89,81.21,-0.02,1.0328,4.4,430,29,2432.23,1214.23,49.92,290,0,Friday,1,0,0,100.44,Mobile App
2025-01-04,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,192.99,3.5,0,206.34,202.81,220.55,209.9,202.81,-16.91,0.9516,4.6,1240,39,7526.61,3236.61,43.0,450,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,341.59,2.4,0,344.81,348.13,342.85,345.26,342.85,-3.67,0.9963,4.7,890,30,10247.7,3947.7,38.52,280,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,146.39,2.4,0,148.41,145.16,148.99,147.52,145.16,-1.13,1.0085,4.4,2150,29,4245.31,2070.31,48.77,600,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,38.99,2.5,0,40.17,37.52,41.21,39.63,37.52,-0.64,1.0392,4.8,4320,34,1325.66,849.66,64.09,1200,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,48.99,2.0,0,48.45,46.72,52.16,49.11,46.72,-0.12,1.0486,4.5,3100,24,1175.76,647.76,55.09,850,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,69.36,0.9,0,67.5,66.3,62.05,65.28,62.05,4.08,1.1178,4.3,640,33,2288.88,1364.88,59.63,520,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,44.23,1.7,0,43.0,44.41,41.42,42.94,41.42,1.29,1.0678,4.7,1820,46,2034.58,1298.58,63.83,940,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,52.08,5.3,0,57.54,51.62,55.41,54.86,51.62,-2.78,1.0089,4.5,510,44,2291.52,1323.52,57.76,410,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,112.67,6.1,0,117.0,122.77,119.49,119.75,117.0,-7.08,0.963,4.6,980,35,3943.45,2263.45,57.4,310,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_HOME_001,ChefMaster 8-in-1 Digital Air Fryer & Roaster 6Qt,Home & Kitchen,Kitchen Appliances,45.0,99.99,92.79,7.2,0,101.62,93.74,104.22,99.86,93.74,-7.07,0.9899,4.7,3450,36,3340.44,1720.44,51.5,390,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_HOME_002,BaristaTouch 15-Bar Espresso & Cappuccino Machine,Home & Kitchen,Coffee Machines,95.0,189.99,181.82,4.3,0,173.64,159.17,166.47,166.43,159.17,15.39,1.1423,4.5,1120,34,6181.88,2951.88,47.75,210,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_HOME_003,PureBreeze HEPA Smart Air Purifier with Sensor,Home & Kitchen,Home Appliances,55.0,129.99,127.13,2.2,0,133.54,129.43,125.3,129.42,125.3,-2.29,1.0146,4.6,1430,34,4322.42,2452.42,56.74,480,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_HOME_004,ErgoRest Memory Foam Ergonomic Pillow Pair,Home & Kitchen,Bedding,18.0,49.99,46.39,7.2,0,45.18,50.53,48.86,48.19,45.18,-1.8,1.0268,4.4,890,31,1438.09,880.09,61.2,720,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_BEAU_001,Radiance Renewal Peptide & Vitamin C Facial Serum,Health & Beauty,Skincare,8.5,29.99,29.84,0.5,0,29.22,30.8,31.46,30.49,29.22,-0.65,1.0212,4.8,2890,30,895.2,640.2,71.51,1100,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_BEAU_002,SonicShine Ultrasonic Electric Toothbrush Set,Health & Beauty,Oral Care,24.0,59.99,58.37,2.7,0,62.84,62.02,58.12,60.99,58.12,-2.62,1.0043,4.6,1640,26,1517.62,893.62,58.88,580,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_BEAU_003,VitalGlow Deep Moisturizing Hydration Complex,Health & Beauty,Skincare,11.0,34.99,34.12,2.5,0,35.22,36.02,32.66,34.63,32.66,-0.51,1.0447,4.5,1210,31,1057.72,716.72,67.76,870,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_SPRT_001,TrailBlazer Lightweight Aluminum Trekking Poles,Sports & Outdoors,Outdoor Gear,15.0,39.99,38.79,3.0,0,41.82,41.97,37.54,40.44,37.54,-1.65,1.0333,4.7,780,37,1435.23,880.23,61.33,420,0,Saturday,1,1,0,99.72,Direct Web Store
2025-01-04,PROD_SPRT_002,FlexCore Adjustable Dumbbell Set (5-52.5 lbs),Sports & Outdoors,Fitness,140.0,279.99,267.67,4.4,0,282.61,261.96,267.31,270.63,261.96,-2.96,1.0218,4.8,2340,34,9100.78,4340.78,47.7,160,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-04,PROD_SPRT_003,HydroShield 32oz Insulated Stainless Steel Bottle,Sports & Outdoors,Hydration,9.0,24.99,23.62,5.5,0,25.04,23.49,24.87,24.47,23.49,-0.85,1.0055,4.9,5600,33,779.46,482.46,61.9,1500,0,Saturday,1,1,0,99.72,Mobile App
2025-01-04,PROD_SPRT_004,AeroGlide High-Speed Folding Kick Scooter,Sports & Outdoors,Action Sports,42.0,89.99,85.94,4.5,0,97.05,87.61,81.13,88.6,81.13,-2.66,1.0593,4.4,430,35,3007.9,1537.9,51.13,290,0,Saturday,1,1,0,99.72,Amazon Marketplace
2025-01-05,PROD_ELEC_001,Aura Pro Wireless Noise-Cancelling Headphones,Electronics,Audio,110.0,199.99,188.99,5.5,0,198.76,187.82,200.68,195.75,187.82,-6.76,1.0062,4.6,1240,39,7370.61,3080.61,41.8,450,0,Sunday,1,1,0,101.05,Direct Web Store
2025-01-05,PROD_ELEC_002,UltraView 27-inch 4K UHD Gaming Monitor,Electronics,Monitors,210.0,349.99,334.59,4.4,0,349.48,321.89,311.77,327.71,311.77,6.88,1.0732,4.7,890,31,10372.29,3862.29,37.24,280,0,Sunday,1,1,0,101.05,Amazon Marketplace
2025-01-05,PROD_ELEC_003,Vortex Pulse Smartwatch with Heart Rate & GPS,Electronics,Wearables,75.0,149.99,146.54,2.3,0,137.59,151.66,141.26,143.5,137.59,3.04,1.065,4.4,2150,39,5715.06,2790.06,48.82,600,0,Sunday,1,1,0,101.05,Amazon Marketplace
2025-01-05,PROD_ELEC_004,HyperCharge 65W GaN Fast Charger Multi-Port,Electronics,Accessories,14.0,39.99,39.75,0.6,0,40.04,37.69,41.93,39.89,37.69,-0.14,1.0547,4.8,4320,34,1351.5,875.5,64.78,1200,0,Sunday,1,1,0,101.05,Amazon Marketplace
2025-01-05,PROD_ELEC_005,NovaCast 4K Streaming Media Player HDR,Electronics,Home Entertainment,22.0,49.99,49.64,0.7,0,51.77,47.09,44.92,47.93,44.92,1.71,1.1051,4.5,3100,29,1439.56,801.56,55.68,850,0,Sunday,1,1,0,101.05,Amazon Marketplace
2025-01-05,PROD_APP_001,AeroFit Men's Breathable Running Performance Jacket,Apparel,Activewear,28.0,69.99,65.79,6.0,0,73.54,71.7,67.34,70.86,67.34,-5.07,0.977,4.3,640,41,2697.39,1549.39,57.44,520,0,Sunday,1,1,0,101.05,Mobile App
2025-01-05,PROD_APP_002,Lumina Seamless High-Waist Workout Leggings,Apparel,Activewear,16.0,44.99,42.11,6.4,0,44.49,43.18,43.88,43.85,43.18,-1.74,0.9752,4.7,1820,38,1600.18,992.18,62.0,940,0,Sunday,1,1,0,101.05,Mobile App
2025-01-05,PROD_APP_003,Oxford Heritage Slim-Fit Organic Cotton Shirt,Apparel,Casual Wear,22.0,54.99,50.92,7.4,0,56.91,56.16,55.24,56.1,55.24,-5.18,0.9218,4.5,510,52,2647.84,1503.84,56.79,410,0,Sunday,1,1,0,101.05,Mobile App
2025-01-05,PROD_APP_004,ThermalShield Lightweight Down Winter Puffer,Apparel,Outerwear,48.0,119.99,117.59,2.0,0,125.67,109.3,127.79,120.92,109.3,-3.33,1.0758,4.6,980,33,3880.47,2296.47,59.18,310,0,Sunday,1,1,0,101.05,Direct Web Store
