date,store_nbr,product_id,family,sales_units,onpromotion,is_holiday,economic_oil_index
2025-01-02,1,PROD_BEAU_002,Health & Beauty,46,1,0,72.89
2025-01-02,1,PROD_BEAU_003,Health & Beauty,27,0,0,72.89
2025-01-02,1,PROD_SPRT_001,Sports & Outdoors,30,0,0,72.89
2025-01-02,1,PROD_SPRT_002,Sports & Outdoors,30,0,0,72.89
2025-01-02,1,PROD_SPRT_003,Sports & Outdoors,26,0,0,72.89
2025-01-02,1,PROD_SPRT_004,Sports & Outdoors,39,0,0,72.89
2025-01-03,1,PROD_ELEC_001,Electronics,24,0,0,70.84
2025-01-03,1,PROD_ELEC_002,Electronics,48,1,0,70.84
2025-01-03,1,PROD_ELEC_003,Electronics,32,0,0,70.84
2025-01-03,1,PROD_ELEC_004,Electronics,25,0,0,70.84
2025-01-03,1,PROD_ELEC_005,Electronics,32,0,0,70.84
2025-01-03,1,PROD_APP_001,Apparel,35,0,0,70.84
2025-01-03,1,PROD_APP_002,Apparel,29,0,0,70.84
2025-01-03,1,PROD_APP_003,Apparel,40,0,0,70.84
2025-01-03,1,PROD_APP_004,Apparel,23,0,0,70.84
2025-01-03,1,PROD_HOME_001,Home & Kitchen,32,0,0,70.84
2025-01-03,1,PROD_HOME_002,Home & Kitchen,34,0,0,70.84
2025-01-03,1,PROD_HOME_003,Home & Kitchen,33,0,0,70.84
2025-01-03,1,PROD_HOME_004,Home & Kitchen,29,0,0,70.84
2025-01-03,1,PROD_BEAU_001,Health & Beauty,28,0,0,70.84
2025-01-03,1,PROD_BEAU_002,Health & Beauty,45,1,0,70.84
2025-01-03,1,PROD_BEAU_003,Health & Beauty,33,0,0,70.84
2025-01-03,1,PROD_SPRT_001,Sports & Outdoors,32,0,0,70.84
2025-01-03,1,PROD_SPRT_002,Sports & Outdoors,34,0,0,70.84
2025-01-03,1,PROD_SPRT_003,Sports & Outdoors,25,0,0,70.84
2025-01-03,1,PROD_SPRT_004,Sports & Outdoors,29,0,0,70.84
2025-01-04,1,PROD_ELEC_001,Electronics,35,0,0,71.67
2025-01-04,1,PROD_ELEC_002,Electronics,41,0,0,71.67
2025-01-04,1,PROD_ELEC_003,Electronics,37,0,0,71.67
2025-01-04,1,PROD_ELEC_004,Electronics,47,0,0,71.67
2025-01-04,1,PROD_ELEC_005,Electronics,38,0,0,71.67
2025-01-04,1,PROD_APP_001,Apparel,54,1,0,71.67
2025-01-04,1,PROD_APP_002,Apparel,37,0,0,71.67
2025-01-04,1,PROD_APP_003,Apparel,34,0,0,71.67
2025-01-04,1,PROD_APP_004,Apparel,37,0,0,71.67
2025-01-04,1,PROD_HOME_001,Home & Kitchen,42,0,0,71.67
2025-01-04,1,PROD_HOME_002,Home & Kitchen,37,0,0,71.67
2025-01-04,1,PROD_HOME_003,Home & Kitchen,34,0,0,71.67
2025-01-04,1,PROD_HOME_004,Home & Kitchen,33,0,0,71.67
2025-01-04,1,PROD_BEAU_001,Health & Beauty,52,1,0,71.67
2025-01-04,1,PROD_BEAU_002,Health & Beauty,37,0,0,71.67
2025-01-04,1,PROD_BEAU_003,Health & Beauty,42,0,0,71.67
2025-01-04,1,PROD_SPRT_001,Sports & Outdoors,32,0,0,71.67
2025-01-04,1,PROD_SPRT_002,Sports & Outdoors,53,1,0,71.67
2025-01-04,1,PROD_SPRT_003,Sports & Outdoors,38,0,0,71.67
2025-01-04,1,PROD_SPRT_004,Sports & Outdoors,47,1,0,71.67
2025-01-05,1,PROD_ELEC_001,Electronics,34,0,0,72.06
2025-01-05,1,PROD_ELEC_002,Electronics,34,0,0,72.06
2025-01-05,1,PROD_ELEC_003,Electronics,38,0,0,72.06
2025-01-05,1,PROD_ELEC_004,Electronics,36,0,0,72.06
2025-01-05,1,PROD_ELEC_005,Electronics,35,0,0,72.06
2025-01-05,1,PROD_APP_001,Apparel,39,0,0,72.06
2025-01-05,1,PROD_APP_002,Apparel,44,0,0,72.06
2025-01-05,1,PROD_APP_003,Apparel,44,0,0,72.06
2025-01-05,1,PROD_APP_004,Apparel,46,1,0,72.06
2025-01-05,1,PROD_HOME_001,Home & Kitchen,56,1,0,72.06
2025-01-05,1,PROD_HOME_002,Home & Kitchen,53,1,0,72.06
2025-01-05,1,PROD_HOME_003,Home & Kitchen,38,0,0,72.06
2025-01-05,1,PROD_HOME_004,Home & Kitchen,35,0,0,72.06
2025-01-05,1,PROD_BEAU_001,Health & Beauty,37,0,0,72.06
2025-01-05,1,PROD_BEAU_002,Health & Beauty,38,0,0,72.06
2025-01-05,1,PROD_BEAU_003,Health & Beauty,35,0,0,72.06
2025-01-05,1,PROD_SPRT_001,Sports & Outdoors,33,0,0,72.06
2025-01-05,1,PROD_SPRT_002,Sports & Outdoors,35,0,0,72.06
2025-01-05,1,PROD_SPRT_003,Sports & Outdoors,38,0,0,72.06
2025-01-05,1,PROD_SPRT_004,Sports & Outdoors,56,1,0,72.06
2025-01-06,1,PROD_ELEC_001,Electronics,28,0,0,74.35
2025-01-06,1,PROD_ELEC_002,Electronics,31,0,0,74.35
2025-01-06,1,PROD_ELEC_003,Electronics,33,0,0,74.35
2025-01-06,1,PROD_ELEC_004,Electronics,34,0,0,74.35
2025-01-06,1,PROD_ELEC_005,Electronics,29,0,0,74.35
2025-01-06,1,PROD_APP_001,Apparel,42,1,0,74.35
2025-01-06,1,PROD_APP_002,Apparel,30,0,0,74.35
2025-01-06,1,PROD_APP_003,Apparel,25,0,0,74.35
2025-01-06,1,PROD_APP_004,Apparel,42,1,0,74.35
2025-01-06,1,PROD_HOME_001,Home & Kitchen,32,0,0,74.35
2025-01-06,1,PROD_HOME_002,Home & Kitchen,32,0,0,74.35
2025-01-06,1,PROD_HOME_003,Home & Kitchen,42,1,0,74.35
2025-01-06,1,PROD_HOME_004,Home & Kitchen,30,0,0,74.35
2025-01-06,1,PROD_BEAU_001,Health & Beauty,26,0,0,74.35
2025-01-06,1,PROD_BEAU_002,Health & Beauty,46,1,0,74.35
2025-01-06,1,PROD_BEAU_003,Health & Beauty,29,0,0,74.35
2025-01-06,1,PROD_SPRT_001,Sports & Outdoors,42,1,0,74.35
2025-01-06,1,PROD_SPRT_002,Sports & Outdoors,28,0,0,74.35
2025-01-06,1,PROD_SPRT_003,Sports & Outdoors,29,0,0,74.35
2025-01-06,1,PROD_SPRT_004,Sports & Outdoors,28,0,0,74.35
2025-01-07,1,PROD_ELEC_001,Electronics,28,0,0,74.38
2025-01-07,1,PROD_ELEC_002,Electronics,36,0,0,74.38
2025-01-07,1,PROD_ELEC_003,Electronics,49,1,0,74.38
2025-01-07,1,PROD_ELEC_004,Electronics,26,0,0,74.38
2025-01-07,1,PROD_ELEC_005,Electronics,43,1,0,74.38
2025-01-07,1,PROD_APP_001,Apparel,40,1,0,74.38
2025-01-07,1,PROD_APP_002,Apparel,28,0,0,74.38
2025-01-07,1,PROD_APP_003,Apparel,38,0,0,74.38
2025-01-07,1,PROD_APP_004,Apparel,28,0,0,74.38
2025-01-07,1,PROD_HOME_001,Home & Kitchen,31,0,0,74.38
2025-01-07,1,PROD_HOME_002,Home & Kitchen,32,0,0,74.38
2025-01-07,1,PROD_HOME_003,Home & Kitchen,25,0,0,74.38
2025-01-07,1,PROD_HOME_004,Home & Kitchen,40,1,0,74.38
2025-01-07,1,PROD_BEAU_001,Health & Beauty,38,1,0,74.38
2025-01-07,1,PROD_BEAU_002,Health & Beauty,26,0,0,74.38
2025-01-07,1,PROD_BEAU_003,Health & Beauty,18,0,0,74.38
2025-01-07,1,PROD_SPRT_001,Sports & Outdoors,32,0,0,74.38
2025-01-07,1,PROD_SPRT_002,Sports & Outdoors,38,0,0,74.38
2025-01-07,1,PROD_SPRT_003,Sports & Outdoors,30,0,0,74.38
2025-01-07,1,PROD_SPRT_004,Sports & Outdoors,37,1,0,74.38
2025-01-08,1,PROD_ELEC_001,Electronics,28,0,0,73.08
2025-01-08,1,PROD_ELEC_002,Electronics,25,0,0,73.08
2025-01-08,1,PROD_ELEC_003,Electronics,33,0,0,73.08
2025-01-08,1,PROD_ELEC_004,Electronics,33,0,0,73.08
2025-01-08,1,PROD_ELEC_005,Electronics,25,0,0,73.08
2025-01-08,1,PROD_APP_001,Apparel,32,0,0,73.08
2025-01-08,1,PROD_APP_002,Apparel,36,0,0,73.08
2025-01-08,1,PROD_APP_003,Apparel,37,0,0,73.08
2025-01-08,1,PROD_APP_004,Apparel,54,1,0,73.08
2025-01-08,1,PROD_HOME_001,Home & Kitchen,26,0,0,73.08
2025-01-08,1,PROD_HOME_002,Home & Kitchen,54,1,0,73.08
2025-01-08,1,PROD_HOME_003,Home & Kitchen,28,0,0,73.08
2025-01-08,1,PROD_HOME_004,Home & Kitchen,27,0,0,73.08
2025-01-08,1,PROD_BEAU_001,Health & Beauty,31,0,0,73.08
2025-01-08,1,PROD_BEAU_002,Health & Beauty,27,0,0,73.08
2025-01-08,1,PROD_BEAU_003,Health & Beauty,31,0,0,73.08
2025-01-08,1,PROD_SPRT_001,Sports & Outdoors,24,0,0,73.08
2025-01-08,1,PROD_SPRT_002,Sports & Outdoors,29,0,0,73.08
2025-01-08,1,PROD_SPRT_003,Sports & Outdoors,48,1,0,73.08
2025-01-08,1,PROD_SPRT_004,Sports & Outdoors,29,0,0,73.08
2025-01-09,1,PROD_ELEC_001,Electronics,31,0,0,74.28
2025-01-09,1,PROD_ELEC_002,Electronics,34,0,0,74.28
2025-01-09,1,PROD_ELEC_003,Electronics,23,0,0,74.28
2025-01-09,1,PROD_ELEC_004,Electronics,45,1,0,74.28
2025-01-09,1,PROD_ELEC_005,Electronics,28,0,0,74.28
2025-01-09,1,PROD_APP_001,Apparel,30,0,0,74.28
2025-01-09,1,PROD_APP_002,Apparel,34,0,0,74.28
2025-01-09,1,PROD_APP_003,Apparel,25,0,0,74.28
2025-01-09,1,PROD_APP_004,Apparel,25,0,0,74.28
2025-01-09,1,PROD_HOME_001,Home & Kitchen,22,0,0,74.28
2025-01-09,1,PROD_HOME_002,Home & Kitchen,27,0,0,74.28
2025-01-09,1,PROD_HOME_003,Home & Kitchen,35,0,0,74.28
2025-01-09,1,PROD_HOME_004,Home & Kitchen,29,0,0,74.28
2025-01-09,1,PROD_BEAU_001,Health & Beauty,24,0,0,74.28
2025-01-09,1,PROD_BEAU_002,Health & Beauty,28,0,0,74.28
2025-01-09,1,PROD_BEAU_003,Health & Beauty,37,1,0,74.28
2025-01-09,1,PROD_SPRT_001,Sports & Outdoors,38,1,0,74.28
2025-01-09,1,PROD_SPRT_002,Sports & Outdoors,31,0,0,74.28
2025-01-09,1,PROD_SPRT_003,Sports & Outdoors,25,0,0,74.28
2025-01-09,1,PROD_SPRT_004,Sports & Outdoors,34,0,0,74.28
2025-01-10,1,PROD_ELEC_001,Electronics,43,1,0,74.28
2025-01-10,1,PROD_ELEC_002,Electronics,28,0,0,74.28
2025-01-10,1,PROD_ELEC_003,Electronics,33,0,0,74.28
2025-01-10,1,PROD_ELEC_004,Electronics,33,0,0,74.28
2025-01-10,1,PROD_ELEC_005,Electronics,44,1,0,74.28
2025-01-10,1,PROD_APP_001,Apparel,32,0,0,74.28
2025-01-10,1,PROD_APP_002,Apparel,42,1,0,74.28
2025-01-10,1,PROD_APP_003,Apparel,32,0,0,74.28
2025-01-10,1,PROD_APP_004,Apparel,28,0,0,74.28
2025-01-10,1,PROD_HOME_001,Home & Kitchen,30,0,0,74.28
2025-01-10,1,PROD_HOME_002,Home & Kitchen,28,0,0,74.28
2025-01-10,1,PROD_HOME_003,Home & Kitchen,28,0,0,74.28
2025-01-10,1,PROD_HOME_004,Home & Kitchen,27,0,0,74.28
2025-01-10,1,PROD_BEAU_001,Health & Beauty,31,0,0,74.28
2025-01-10,1,PROD_BEAU_002,Health & Beauty,35,0,0,74.28
2025-01-10,1,PROD_BEAU_003,Health & Beauty,34,0,0,74.28
2025-01-10,1,PROD_SPRT_001,Sports & Outdoors,24,0,0,74.28
2025-01-10,1,PROD_SPRT_002,Sports & Outdoors,35,0,0,74.28
2025-01-10,1,PROD_SPRT_003,Sports & Outdoors,28,0,0,74.28
2025-01-10,1,PROD_SPRT_004,Sports & Outdoors,32,0,0,74.28
2025-01-11,1,PROD_ELEC_001,Electronics,54,1,0,73.53
2025-01-11,1,PROD_ELEC_002,Electronics,55,1,0,73.53
2025-01-11,1,PROD_ELEC_003,Electronics,48,1,0,73.53
2025-01-11,1,PROD_ELEC_004,Electronics,39,0,0,73.53
2025-01-11,1,PROD_ELEC_005,Electronics,42,0,0,73.53
2025-01-11,1,PROD_APP_001,Apparel,36,0,0,73.53
2025-01-11,1,PROD_APP_002,Apparel,42,0,0,73.53
2025-01-11,1,PROD_APP_003,Apparel,53,1,0,73.53
2025-01-11,1,PROD_APP_004,Apparel,40,0,0,73.53
2025-01-11,1,PROD_HOME_001,Home & Kitchen,28,0,0,73.53
2025-01-11,1,PROD_HOME_002,Home & Kitchen,47,0,0,73.53
2025-01-11,1,PROD_HOME_003,Home & Kitchen,43,0,0,73.53
2025-01-11,1,PROD_HOME_004,Home & Kitchen,53,1,0,73.53
2025-01-11,1,PROD_BEAU_001,Health & Beauty,29,0,0,73.53
2025-01-11,1,PROD_BEAU_002,Health & Beauty,38,0,0,73.53
2025-01-11,1,PROD_BEAU_003,Health & Beauty,31,0,0,73.53
2025-01-11,1,PROD_SPRT_001,Sports & Outdoors,39,0,0,73.53
2025-01-11,1,PROD_SPRT_002,Sports & Outdoors,39,0,0,73.53
2025-01-11,1,PROD_SPRT_003,Sports & Outdoors,33,0,0,73.53
2025-01-11,1,PROD_SPRT_004,Sports & Outdoors,41,0,0,73.53
2025-01-12,1,PROD_ELEC_001,Electronics,58,1,0,75.83
2025-01-12,1,PROD_ELEC_002,Electronics,54,1,0,75.83
2025-01-12,1,PROD_ELEC_003,Electronics,31,0,0,75.83
2025-01-12,1,PROD_ELEC_004,Electronics,41,0,0,75.83
2025-01-12,1,PROD_ELEC_005,Electronics,36,0,0,75.83
2025-01-12,1,PROD_APP_001,Apparel,31,0,0,75.83
2025-01-12,1,PROD_APP_002,Apparel,42,0,0,75.83
2025-01-12,1,PROD_APP_003,Apparel,45,0,0,75.83
2025-01-12,1,PROD_APP_004,Apparel,37,0,0,75.83
2025-01-12,1,PROD_HOME_001,Home & Kitchen,46,0,0,75.83
2025-01-12,1,PROD_HOME_002,Home & Kitchen,54,1,0,75.83
2025-01-12,1,PROD_HOME_003,Home & Kitchen,35,0,0,75.83
2025-01-12,1,PROD_HOME_004,Home & Kitchen,34,0,0,75.83
2025-01-12,1,PROD_BEAU_001,Health & Beauty,44,0,0,75.83
2025-01-12,1,PROD_BEAU_002,Health & Beauty,34,0,0,75.83
2025-01-12,1,PROD_BEAU_003,Health & Beauty,40,0,0,75.83
2025-01-12,1,PROD_SPRT_001,Sports & Outdoors,35,0,0,75.83
2025-01-12,1,PROD_SPRT_002,Sports & Outdoors,35,0,0,75.83
2025-01-12,1,PROD_SPRT_003,Sports & Outdoors,41,0,0,75.83
2025-01-12,1,PROD_SPRT_004,Sports & Outdoors,35,0,0,75.83
2025-01-13,1,PROD_ELEC_001,Electronics,34,0,0,74.63
2025-01-13,1,PROD_ELEC_002,Electronics,36,0,0,74.63
2025-01-13,1,PROD_ELEC_003,Electronics,32,0,0,74.63
2025-01-13,1,PROD_ELEC_004,Electronics,27,0,0,74.63
2025-01-13,1,PROD_ELEC_005,Electronics,27,0,0,74.63
2025-01-13,1,PROD_APP_001,Apparel,30,0,0,74.63
2025-01-13,1,PROD_APP_002,Apparel,31,0,0,74.63
2025-01-13,1,PROD_APP_003,Apparel,26,0,0,74.63
2025-01-13,1,PROD_APP_004,Apparel,32,0,0,74.63
2025-01-13,1,PROD_HOME_001,Home & Kitchen,30,0,0,74.63
2025-01-13,1,PROD_HOME_002,Home & Kitchen,23,0,0,74.63
2025-01-13,1,PROD_HOME_003,Home & Kitchen,26,0,0,74.63
2025-01-13,1,PROD_HOME_004,Home & Kitchen,27,0,0,74.63
2025-01-13,1,PROD_BEAU_001,Health & Beauty,29,0,0,74.63
2025-01-13,1,PROD_BEAU_002,Health & Beauty,37,0,0,74.63
2025-01-13,1,PROD_BEAU_003,Health & Beauty,44,1,0,74.63
2025-01-13,1,PROD_SPRT_001,Sports & Outdoors,40,1,0,74.63
2025-01-13,1,PROD_SPRT_002,Sports & Outdoors,30,0,0,74.63
2025-01-13,1,PROD_SPRT_003,Sports & Outdoors,42,1,0,74.63
2025-01-13,1,PROD_SPRT_004,Sports & Outdoors,31,0,0,74.63
2025-01-14,1,PROD_ELEC_001,Electronics,34,0,0,76.06
2025-01-14,1,PROD_ELEC_002,Electronics,29,0,0,76.06
2025-01-14,1,PROD_ELEC_003,Electronics,50,1,0,76.06
2025-01-14,1,PROD_ELEC_004,Electronics,33,0,0,76.06
2025-01-14,1,PROD_ELEC_005,Electronics,27,0,0,76.06
2025-01-14,1,PROD_APP_001,Apparel,52,1,0,76.06
2025-01-14,1,PROD_APP_002,Apparel,31,0,0,76.06
2025-01-14,1,PROD_APP_003,Apparel,40,1,0,76.06
2025-01-14,1,PROD_APP_004,Apparel,36,0,0,76.06
2025-01-14,1,PROD_HOME_001,Home & Kitchen,38,0,0,76.06
2025-01-14,1,PROD_HOME_002,Home & Kitchen,29,0,0,76.06
2025-01-14,1,PROD_HOME_003,Home & Kitchen,41,1,0,76.06
2025-01-14,1,PROD_HOME_004,Home & Kitchen,29,0,0,76.06
2025-01-14,1,PROD_BEAU_001,Health & Beauty,32,0,0,76.06
2025-01-14,1,PROD_BEAU_002,Health & Beauty,35,0,0,76.06
2025-01-14,1,PROD_BEAU_003,Health & Beauty,32,0,0,76.06
2025-01-14,1,PROD_SPRT_001,Sports & Outdoors,30,0,0,76.06
2025-01-14,1,PROD_SPRT_002,Sports & Outdoors,35,0,0,76.06
2025-01-14,1,PROD_SPRT_003,Sports & Outdoors,28,0,0,76.06
2025-01-14,1,PROD_SPRT_004,Sports & Outdoors,34,0,0,76.06
2025-01-15,1,PROD_ELEC_001,Electronics,31,0,0,75.25
2025-01-15,1,PROD_ELEC_002,Electronics,29,0,0,75.25
2025-01-15,1,PROD_ELEC_003,Electronics,29,0,0,75.25
2025-01-15,1,PROD_ELEC_004,Electronics,28,0,0,75.25
2025-01-15,1,PROD_ELEC_005,Electronics,35,0,0,75.25
2025-01-15,1,PROD_APP_001,Apparel,27,0,0,75.25
2025-01-15,1,PROD_APP_002,Apparel,27,0,0,75.25
2025-01-15,1,PROD_APP_003,Apparel,38,0,0,75.25
2025-01-15,1,PROD_APP_004,Apparel,33,0,0,75.25
2025-01-15,1,PROD_HOME_001,Home & Kitchen,20,0,0,75.25
2025-01-15,1,PROD_HOME_002,Home & Kitchen,27,0,0,75.25
2025-01-15,1,PROD_HOME_003,Home & Kitchen,22,0,0,75.25
2025-01-15,1,PROD_HOME_004,Home & Kitchen,26,0,0,75.25
2025-01-15,1,PROD_BEAU_001,Health & Beauty,17,0,0,75.25
2025-01-15,1,PROD_BEAU_002,Health & Beauty,29,0,0,75.25
2025-01-15,1,PROD_BEAU_003,Health & Beauty,38,1,0,75.25
2025-01-15,1,PROD_SPRT_001,Sports & Outdoors,30,0,0,75.25
2025-01-15,1,PROD_SPRT_002,Sports & Outdoors,23,0,0,75.25
2025-01-15,1,PROD_SPRT_003,Sports & Outdoors,30,0,0,75.25
2025-01-15,1,PROD_SPRT_004,Sports & Outdoors,28,0,0,75.25
2025-01-16,1,PROD_ELEC_001,Electronics,49,1,0,77.64
2025-01-16,1,PROD_ELEC_002,Electronics,33,0,0,77.64
2025-01-16,1,PROD_ELEC_003,Electronics,28,0,0,77.64
2025-01-16,1,PROD_ELEC_004,Electronics,37,0,0,77.64
2025-01-16,1,PROD_ELEC_005,Electronics,23,0,0,77.64
2025-01-16,1,PROD_APP_001,Apparel,24,0,0,77.64
2025-01-16,1,PROD_APP_002,Apparel,29,0,0,77.64
2025-01-16,1,PROD_APP_003,Apparel,52,1,0,77.64
2025-01-16,1,PROD_APP_004,Apparel,29,0,0,77.64
2025-01-16,1,PROD_HOME_001,Home & Kitchen,29,0,0,77.64
2025-01-16,1,PROD_HOME_002,Home & Kitchen,24,0,0,77.64
2025-01-16,1,PROD_HOME_003,Home & Kitchen,33,0,0,77.64
2025-01-16,1,PROD_HOME_004,Home & Kitchen,33,0,0,77.64
2025-01-16,1,PROD_BEAU_001,Health & Beauty,46,1,0,77.64
2025-01-16,1,PROD_BEAU_002,Health & Beauty,40,1,0,77.64
2025-01-16,1,PROD_BEAU_003,Health & Beauty,27,0,0,77.64
2025-01-16,1,PROD_SPRT_001,Sports & Outdoors,24,0,0,77.64
2025-01-16,1,PROD_SPRT_002,Sports & Outdoors,30,0,0,77.64
2025-01-16,1,PROD_SPRT_003,Sports & Outdoors,25,0,0,77.64
2025-01-16,1,PROD_SPRT_004,Sports & Outdoors,38,1,0,77.64
2025-01-17,1,PROD_ELEC_001,Electronics,28,0,0,75.56
2025-01-17,1,PROD_ELEC_002,Electronics,27,0,0,75.56
2025-01-17,1,PROD_ELEC_003,Electronics,31,0,0,75.56
2025-01-17,1,PROD_ELEC_004,Electronics,30,0,0,75.56
2025-01-17,1,PROD_ELEC_005,Electronics,42,1,0,75.56
2025-01-17,1,PROD_APP_001,Apparel,30,0,0,75.56
2025-01-17,1,PROD_APP_002,Apparel,26,0,0,75.56
2025-01-17,1,PROD_APP_003,Apparel,30,0,0,75.56
2025-01-17,1,PROD_APP_004,Apparel,44,1,0,75.56
2025-01-17,1,PROD_HOME_001,Home & Kitchen,23,0,0,75.56
2025-01-17,1,PROD_HOME_002,Home & Kitchen,33,0,0,75.56
2025-01-17,1,PROD_HOME_003,Home & Kitchen,39,1,0,75.56
2025-01-17,1,PROD_HOME_004,Home & Kitchen,43,1,0,75.56
2025-01-17,1,PROD_BEAU_001,Health & Beauty,34,0,0,75.56
2025-01-17,1,PROD_BEAU_002,Health & Beauty,33,0,0,75.56
2025-01-17,1,PROD_BEAU_003,Health & Beauty,30,0,0,75.56
2025-01-17,1,PROD_SPRT_001,Sports & Outdoors,28,0,0,75.56
2025-01-17,1,PROD_SPRT_002,Sports & Outdoors,33,0,0,75.56
2025-01-17,1,PROD_SPRT_003,Sports & Outdoors,46,1,0,75.56
2025-01-17,1,PROD_SPRT_004,Sports & Outdoors,27,0,0,75.56
2025-01-18,1,PROD_ELEC_001,Electronics,29,0,0,75.34
2025-01-18,1,PROD_ELEC_002,Electronics,54,1,0,75.34
2025-01-18,1,PROD_ELEC_003,Electronics,37,0,0,75.34
2025-01-18,1,PROD_ELEC_004,Electronics,42,0,0,75.34
2025-01-18,1,PROD_ELEC_005,Electronics,38,0,0,75.34
2025-01-18,1,PROD_APP_001,Apparel,59,1,0,75.34
2025-01-18,1,PROD_APP_002,Apparel,34,0,0,75.34
2025-01-18,1,PROD_APP_003,Apparel,42,0,0,75.34
2025-01-18,1,PROD_APP_004,Apparel,52,1,0,75.34
2025-01-18,1,PROD_HOME_001,Home & Kitchen,40,0,0,75.34
2025-01-18,1,PROD_HOME_002,Home & Kitchen,31,0,0,75.34
2025-01-18,1,PROD_HOME_003,Home & Kitchen,55,1,0,75.34
2025-01-18,1,PROD_HOME_004,Home & Kitchen,29,0,0,75.34
2025-01-18,1,PROD_BEAU_001,Health & Beauty,36,0,0,75.34
2025-01-18,1,PROD_BEAU_002,Health & Beauty,39,0,0,75.34
2025-01-18,1,PROD_BEAU_003,Health & Beauty,35,0,0,75.34
2025-01-18,1,PROD_SPRT_001,Sports & Outdoors,33,0,0,75.34
2025-01-18,1,PROD_SPRT_002,Sports & Outdoors,57,1,0,75.34
2025-01-18,1,PROD_SPRT_003,Sports & Outdoors,37,0,0,75.34
2025-01-18,1,PROD_SPRT_004,Sports & Outdoors,52,1,0,75.34
2025-01-19,1,PROD_ELEC_001,Electronics,48,0,0,76.57
2025-01-19,1,PROD_ELEC_002,Electronics,42,0,0,76.57
2025-01-19,1,PROD_ELEC_003,Electronics,42,0,0,76.57
2025-01-19,1,PROD_ELEC_004,Electronics,39,0,0,76.57
2025-01-19,1,PROD_ELEC_005,Electronics,38,0,0,76.57
2025-01-19,1,PROD_APP_001,Apparel,27,0,0,76.57
2025-01-19,1,PROD_APP_002,Apparel,34,0,0,76.57
2025-01-19,1,PROD_APP_003,Apparel,35,0,0,76.57
2025-01-19,1,PROD_APP_004,Apparel,30,0,0,76.57
2025-01-19,1,PROD_HOME_001,Home & Kitchen,49,1,0,76.57
2025-01-19,1,PROD_HOME_002,Home & Kitchen,29,0,0,76.57
2025-01-19,1,PROD_HOME_003,Home & Kitchen,37,0,0,76.57
2025-01-19,1,PROD_HOME_004,Home & Kitchen,40,0,0,76.57
2025-01-19,1,PROD_BEAU_001,Health & Beauty,41,0,0,76.57
2025-01-19,1,PROD_BEAU_002,Health & Beauty,39,0,0,76.57
2025-01-19,1,PROD_BEAU_003,Health & Beauty,33,0,0,76.57
2025-01-19,1,PROD_SPRT_001,Sports & Outdoors,29,0,0,76.57
2025-01-19,1,PROD_SPRT_002,Sports & Outdoors,47,1,0,76.57
2025-01-19,1,PROD_SPRT_003,Sports & Outdoors,32,0,0,76.57
