product_id,product_category_name,week_num,unit_price,comp_1_price,comp_2_price,comp_3_price,freight_price,product_score,ps1,ps2,ps3,weekly_sales_volume
PROD_ELEC_002,Electronics,4,347.5,369.19,370.81,319.81,7.47,4.7,4.7,4.7,5.0,89
PROD_ELEC_002,Electronics,5,370.63,379.04,405.11,398.55,11.36,4.7,4.5,4.3,5.0,92
PROD_ELEC_002,Electronics,6,366.99,396.19,379.43,346.43,7.94,4.7,4.4,4.5,4.9,84
PROD_ELEC_002,Electronics,7,329.28,309.01,321.55,333.58,6.49,4.7,4.6,4.7,5.0,113
PROD_ELEC_002,Electronics,8,351.29,358.11,361.77,334.82,6.35,4.7,4.9,4.6,4.7,80
PROD_ELEC_002,Electronics,9,327.16,342.47,329.89,298.9,8.71,4.7,4.8,4.6,4.9,94
PROD_ELEC_002,Electronics,10,331.45,332.16,320.25,305.29,6.47,4.7,4.4,4.4,4.8,93
PROD_ELEC_002,Electronics,11,340.3,330.8,370.33,330.81,8.88,4.7,4.8,4.9,4.5,95
PROD_ELEC_002,Electronics,12,353.73,372.85,339.22,327.49,11.23,4.7,4.5,4.6,4.8,94
PROD_ELEC_002,Electronics,13,323.47,347.63,346.84,308.93,7.5,4.7,4.7,4.7,4.6,110
PROD_ELEC_002,Electronics,14,355.44,384.21,308.22,327.49,6.14,4.7,4.6,4.3,4.7,75
PROD_ELEC_002,Electronics,15,338.68,330.8,363.86,346.44,11.98,4.7,4.4,4.7,4.9,101
PROD_ELEC_002,Electronics,16,375.89,376.78,401.86,355.86,8.32,4.7,4.6,4.8,4.8,79
PROD_ELEC_002,Electronics,17,325.52,339.36,311.67,306.24,5.18,4.7,4.5,4.9,4.5,98
PROD_ELEC_002,Electronics,18,334.87,308.04,342.98,332.66,4.85,4.7,4.8,4.9,4.7,95
PROD_ELEC_002,Electronics,19,358.76,351.91,356.95,364.17,5.32,4.7,4.8,4.4,4.7,80
PROD_ELEC_002,Electronics,20,359.5,370.71,306.64,338.82,9.21,4.7,4.7,4.5,4.8,77
PROD_ELEC_002,Electronics,21,348.83,338.91,333.97,339.36,10.44,4.7,4.4,5.0,4.7,88
PROD_ELEC_002,Electronics,22,343.26,341.86,352.88,355.75,7.67,4.7,4.7,4.6,4.7,108
PROD_ELEC_002,Electronics,23,360.09,364.37,363.17,336.24,4.98,4.7,4.7,4.9,4.6,89
PROD_ELEC_002,Electronics,24,347.27,345.96,354.01,330.22,7.36,4.7,4.8,4.8,4.8,92
PROD_ELEC_002,Electronics,25,365.23,367.77,383.51,345.33,11.97,4.7,4.6,4.5,4.9,71
PROD_ELEC_002,Electronics,26,332.35,317.99,329.29,317.61,8.47,4.7,4.7,4.9,4.9,108
PROD_ELEC_002,Electronics,27,324.12,345.43,326.36,306.32,11.78,4.7,4.8,4.9,4.6,109
PROD_ELEC_002,Electronics,28,389.73,380.51,369.91,413.34,10.96,4.7,4.8,4.5,5.0,83
PROD_ELEC_002,Electronics,29,345.27,338.66,334.15,342.73,4.59,4.7,4.8,4.7,4.9,104
PROD_ELEC_002,Electronics,30,333.85,318.73,335.2,302.63,9.91,4.7,4.9,4.7,4.7,91
PROD_ELEC_002,Electronics,31,361.44,367.87,362.89,326.19,9.61,4.7,4.4,4.9,5.1,103
PROD_ELEC_002,Electronics,32,352.25,384.41,359.12,346.27,8.53,4.7,4.5,4.7,4.9,100
PROD_ELEC_002,Electronics,33,377.87,377.7,355.39,363.68,6.5,4.7,4.7,4.6,4.5,83
PROD_ELEC_002,Electronics,34,369.14,392.34,354.69,376.94,9.31,4.7,4.9,4.5,4.7,69
PROD_ELEC_002,Electronics,35,344.11,373.97,336.2,302.75,5.34,4.7,4.6,4.6,5.0,85
PROD_ELEC_002,Electronics,36,345.22,367.04,309.92,313.79,7.76,4.7,4.9,4.4,4.7,93
PROD_ELEC_002,Electronics,37,395.02,403.86,391.34,382.6,7.9,4.7,4.5,4.4,4.5,82
PROD_ELEC_002,Electronics,38,347.46,390.13,324.75,365.98,11.65,4.7,4.6,4.6,4.8,71
PROD_ELEC_002,Electronics,39,343.99,345.76,316.34,317.62,11.07,4.7,4.4,4.4,4.9,83
PROD_ELEC_002,Electronics,40,380.65,386.9,377.41,353.14,6.48,4.7,4.7,4.3,4.6,75
PROD_ELEC_002,Electronics,41,340.81,354.3,316.58,345.17,8.25,4.7,4.8,4.9,5.0,93
PROD_ELEC_002,Electronics,42,343.43,372.92,322.7,319.58,5.84,4.7,4.8,4.3,4.6,86
PROD_ELEC_002,Electronics,43,355.7,345.01,368.58,341.08,11.34,4.7,4.5,4.6,4.9,88
PROD_ELEC_002,Electronics,44,368.35,386.86,338.64,384.85,11.03,4.7,4.6,4.5,5.1,66
PROD_ELEC_002,Electronics,45,340.45,352.69,336.4,352.77,6.74,4.7,4.6,4.3,4.7,103
PROD_ELEC_002,Electronics,46,352.62,390.07,360.95,328.86,9.29,4.7,4.8,5.0,4.8,87
PROD_ELEC_002,Electronics,47,340.54,336.75,340.47,310.33,9.07,4.7,4.7,4.9,4.6,96
PROD_ELEC_002,Electronics,48,320.2,347.36,342.14,291.31,5.65,4.7,4.9,4.6,4.7,105
PROD_ELEC_002,Electronics,49,339.06,346.2,344.45,314.12,10.22,4.7,4.5,4.6,4.7,97
PROD_ELEC_002,Electronics,50,336.77,361.57,318.52,338.26,8.55,4.7,4.6,4.8,5.1,84
PROD_ELEC_002,Electronics,51,334.97,351.05,321.98,327.37,10.34,4.7,4.6,4.8,4.6,122
PROD_ELEC_002,Electronics,52,348.31,357.78,339.0,379.14,8.48,4.7,4.6,4.5,5.0,97
PROD_ELEC_003,Electronics,1,154.73,163.84,157.99,135.51,4.5,4.4,4.6,4.1,4.8,74
PROD_ELEC_003,Electronics,2,148.13,143.28,144.97,153.15,6.93,4.4,4.5,4.6,4.6,99
PROD_ELEC_003,Electronics,3,156.24,162.23,154.13,135.98,4.65,4.4,4.2,4.4,4.7,81
PROD_ELEC_003,Electronics,4,151.55,157.29,148.42,157.27,11.47,4.4,4.5,4.2,4.7,94
PROD_ELEC_003,Electronics,5,150.71,150.94,145.93,143.39,11.09,4.4,4.3,4.5,4.2,95
PROD_ELEC_003,Electronics,6,146.4,151.74,130.81,136.29,10.74,4.4,4.4,4.6,4.6,100
PROD_ELEC_003,Electronics,7,150.61,160.04,145.21,158.83,6.81,4.4,4.5,4.7,4.7,113
PROD_ELEC_003,Electronics,8,147.27,140.31,132.85,135.14,4.93,4.4,4.2,4.2,4.4,98
PROD_ELEC_003,Electronics,9,142.46,140.93,140.79,140.19,11.09,4.4,4.2,4.7,4.7,121
PROD_ELEC_003,Electronics,10,142.5,144.41,135.19,157.97,11.6,4.4,4.2,4.7,4.3,99
PROD_ELEC_003,Electronics,11,151.24,157.24,151.91,168.98,5.14,4.4,4.2,4.1,4.7,93
PROD_ELEC_003,Electronics,12,146.01,146.03,143.32,138.36,8.14,4.4,4.5,4.5,4.3,89
PROD_ELEC_003,Electronics,13,145.85,152.46,145.87,128.21,5.02,4.4,4.1,4.6,4.4,103
PROD_ELEC_003,Electronics,14,163.46,170.28,170.68,150.21,10.2,4.4,4.3,4.3,4.4,76
PROD_ELEC_003,Electronics,15,149.74,163.48,144.37,147.26,10.24,4.4,4.3,4.4,4.7,95
PROD_ELEC_003,Electronics,16,158.9,170.49,148.32,138.5,5.46,4.4,4.5,4.6,4.6,78
PROD_ELEC_003,Electronics,17,156.14,162.43,162.91,162.41,8.06,4.4,4.2,4.6,4.7,107
PROD_ELEC_003,Electronics,18,154.85,155.65,146.85,143.8,8.62,4.4,4.5,4.6,4.5,89
PROD_ELEC_003,Electronics,19,151.42,154.73,139.61,153.66,6.49,4.4,4.5,4.1,4.7,94
PROD_ELEC_003,Electronics,20,166.21,173.11,164.95,173.28,11.04,4.4,4.6,4.1,4.8,68
PROD_ELEC_003,Electronics,21,146.64,150.71,153.05,133.21,7.67,4.4,4.3,4.4,4.2,94
PROD_ELEC_003,Electronics,22,144.74,149.76,139.49,139.26,6.09,4.4,4.5,4.5,4.5,86
PROD_ELEC_003,Electronics,23,139.13,129.68,140.8,130.77,8.54,4.4,4.1,4.5,4.6,99
PROD_ELEC_003,Electronics,24,155.3,157.02,144.84,149.57,9.97,4.4,4.4,4.3,4.4,90
PROD_ELEC_003,Electronics,25,149.65,154.1,146.35,148.32,6.01,4.4,4.5,4.3,4.8,87
PROD_ELEC_003,Electronics,26,160.82,165.77,157.36,162.82,6.84,4.4,4.5,4.5,4.6,89
PROD_ELEC_003,Electronics,27,151.46,158.78,149.27,160.0,11.96,4.4,4.2,4.3,4.2,90
PROD_ELEC_003,Electronics,28,163.5,156.36,166.48,152.37,9.37,4.4,4.3,4.0,4.2,84
PROD_ELEC_003,Electronics,29,146.6,135.32,133.52,148.89,7.79,4.4,4.5,4.0,4.5,100
PROD_ELEC_003,Electronics,30,153.18,154.63,148.56,170.66,8.38,4.4,4.5,4.4,4.2,92
PROD_ELEC_003,Electronics,31,151.55,142.2,148.16,140.8,5.41,4.4,4.4,4.5,4.7,81
PROD_ELEC_003,Electronics,32,147.88,147.92,143.11,145.89,6.19,4.4,4.5,4.0,4.8,92
PROD_ELEC_003,Electronics,33,150.44,149.56,154.19,149.48,7.04,4.4,4.3,4.6,4.2,105
PROD_ELEC_003,Electronics,34,154.75,158.55,160.55,148.27,8.91,4.4,4.4,4.4,4.6,99
PROD_ELEC_003,Electronics,35,145.1,145.19,141.32,144.44,6.23,4.4,4.4,4.3,4.5,108
PROD_ELEC_003,Electronics,36,145.69,143.17,149.72,131.46,6.15,4.4,4.4,4.1,4.2,98
PROD_ELEC_003,Electronics,37,148.06,141.14,149.53,149.37,5.03,4.4,4.3,4.3,4.8,93
PROD_ELEC_003,Electronics,38,161.79,154.92,176.37,155.91,9.23,4.4,4.5,4.6,4.5,95
PROD_ELEC_003,Electronics,39,154.88,148.21,164.77,163.06,6.22,4.4,4.5,4.6,4.3,83
PROD_ELEC_003,Electronics,40,152.96,158.0,149.2,133.22,11.29,4.4,4.5,4.3,4.5,80
PROD_ELEC_003,Electronics,41,158.61,150.74,154.15,143.2,10.95,4.4,4.5,4.1,4.8,68
PROD_ELEC_003,Electronics,42,158.7,152.0,154.95,133.99,5.03,4.4,4.5,4.3,4.3,74
PROD_ELEC_003,Electronics,43,161.24,169.95,156.82,153.02,6.29,4.4,4.5,4.6,4.6,78
PROD_ELEC_003,Electronics,44,165.56,166.86,167.05,157.35,9.52,4.4,4.1,4.4,4.8,72
PROD_ELEC_003,Electronics,45,155.48,158.09,154.54,132.17,6.11,4.4,4.3,4.4,4.5,83
PROD_ELEC_003,Electronics,46,152.59,150.32,154.14,139.42,5.49,4.4,4.4,4.7,4.3,91
PROD_ELEC_003,Electronics,47,145.31,159.34,142.47,142.85,11.52,4.4,4.6,4.5,4.5,111
PROD_ELEC_003,Electronics,48,153.71,162.7,154.54,144.96,8.78,4.4,4.6,4.5,4.6,89
PROD_ELEC_003,Electronics,49,154.78,150.8,165.87,139.49,8.05,4.4,4.6,4.0,4.8,85
PROD_ELEC_003,Electronics,50,144.33,153.02,141.07,142.95,10.38,4.4,4.5,4.6,4.4,116
PROD_ELEC_003,Electronics,51,158.91,154.29,162.07,160.83,10.56,4.4,4.5,4.1,4.5,83
PROD_ELEC_003,Electronics,52,160.31,155.32,145.53,146.99,5.93,4.4,4.3,4.2,4.4,89
PROD_ELEC_004,Electronics,1,43.27,45.88,41.35,47.82,5.23,4.8,4.8,4.7,4.6,94
PROD_ELEC_004,Electronics,2,39.34,38.31,35.93,41.57,7.73,4.8,4.8,4.8,5.1,76
PROD_ELEC_004,Electronics,3,41.18,43.41,42.33,40.64,7.68,4.8,4.5,5.1,4.8,95
PROD_ELEC_004,Electronics,4,39.86,40.6,37.57,36.58,8.0,4.8,4.7,5.0,4.9,82
PROD_ELEC_004,Electronics,5,41.83,40.04,39.34,42.94,9.97,4.8,4.6,4.9,4.7,80
PROD_ELEC_004,Electronics,6,39.54,43.25,39.58,38.73,9.55,4.8,4.6,5.1,4.9,91
PROD_ELEC_004,Electronics,7,40.44,43.46,40.29,38.18,11.88,4.8,4.9,5.0,4.7,93
PROD_ELEC_004,Electronics,8,41.08,42.72,38.01,42.68,5.24,4.8,5.0,4.6,4.7,85
PROD_ELEC_004,Electronics,9,38.55,40.7,37.6,40.28,7.52,4.8,4.8,4.7,5.0,96
PROD_ELEC_004,Electronics,10,40.55,42.21,38.65,38.47,7.04,4.8,4.5,4.4,5.0,95
PROD_ELEC_004,Electronics,11,41.92,46.47,40.33,37.22,10.96,4.8,5.0,4.5,5.0,81
PROD_ELEC_004,Electronics,12,45.15,43.46,40.38,46.44,6.36,4.8,5.0,4.5,4.7,84
PROD_ELEC_004,Electronics,13,41.13,44.63,39.94,39.39,5.93,4.8,4.6,4.6,4.6,87
PROD_ELEC_004,Electronics,14,37.96,37.57,37.64,35.4,7.86,4.8,4.8,5.0,5.0,103
PROD_ELEC_004,Electronics,15,36.0,37.26,37.85,32.31,7.66,4.8,4.7,4.4,4.9,113
PROD_ELEC_004,Electronics,16,40.83,40.03,41.71,37.36,6.59,4.8,4.7,4.9,4.8,88
PROD_ELEC_004,Electronics,17,42.17,44.04,39.45,40.1,6.37,4.8,4.8,4.8,4.7,96
PROD_ELEC_004,Electronics,18,40.27,40.23,40.6,40.28,11.42,4.8,4.9,4.4,4.8,103
PROD_ELEC_004,Electronics,19,38.42,37.14,34.51,38.44,7.82,4.8,4.8,4.8,5.2,83
PROD_ELEC_004,Electronics,20,35.69,36.76,35.33,33.8,10.96,4.8,5.0,4.5,5.1,111
PROD_ELEC_004,Electronics,21,41.83,42.18,41.97,41.38,8.63,4.8,4.5,4.7,4.7,88
PROD_ELEC_004,Electronics,22,41.97,41.07,44.31,40.84,4.88,4.8,4.9,4.5,5.1,92
PROD_ELEC_004,Electronics,23,39.94,42.05,42.32,40.08,11.99,4.8,4.7,4.5,4.8,100
PROD_ELEC_004,Electronics,24,37.37,38.88,37.1,32.21,10.77,4.8,4.8,4.7,4.7,85
PROD_ELEC_004,Electronics,25,37.57,39.22,40.07,39.19,11.77,4.8,4.5,5.1,4.6,111
PROD_ELEC_004,Electronics,26,42.97,42.86,41.66,40.73,11.45,4.8,4.6,4.9,4.6,80
PROD_ELEC_004,Electronics,27,40.31,41.12,40.79,41.98,10.87,4.8,4.8,4.7,4.7,108
PROD_ELEC_004,Electronics,28,37.02,37.57,38.48,34.78,5.75,4.8,4.7,5.0,5.0,92
PROD_ELEC_004,Electronics,29,38.84,35.59,37.39,38.59,8.14,4.8,4.5,4.6,5.2,81
PROD_ELEC_004,Electronics,30,40.36,39.56,39.89,34.4,6.1,4.8,4.9,4.5,4.9,98
PROD_ELEC_004,Electronics,31,39.1,38.5,38.37,41.94,7.51,4.8,4.7,4.9,5.1,89
PROD_ELEC_004,Electronics,32,36.76,39.17,34.33,32.13,4.94,4.8,4.9,4.4,5.1,90
PROD_ELEC_004,Electronics,33,44.3,44.11,45.5,43.77,7.34,4.8,4.5,4.8,4.7,97
PROD_ELEC_004,Electronics,34,43.11,44.13,46.39,41.22,11.89,4.8,4.5,4.9,4.6,87
PROD_ELEC_004,Electronics,35,37.3,36.6,39.17,34.71,6.49,4.8,4.6,4.5,5.0,91
PROD_ELEC_004,Electronics,36,41.06,40.6,42.46,41.32,10.38,4.8,4.7,4.5,4.7,106
PROD_ELEC_004,Electronics,37,42.65,44.45,43.2,46.91,7.91,4.8,5.0,4.8,4.9,88
PROD_ELEC_004,Electronics,38,41.85,43.94,42.67,38.45,7.67,4.8,4.7,5.0,4.7,88
PROD_ELEC_004,Electronics,39,37.9,35.68,41.42,34.25,11.68,4.8,4.9,4.9,4.8,92
PROD_ELEC_004,Electronics,40,39.44,40.71,39.57,40.24,11.97,4.8,4.7,5.0,5.0,95
PROD_ELEC_004,Electronics,41,41.32,44.09,41.28,36.87,8.67,4.8,4.9,4.5,4.9,87
PROD_ELEC_004,Electronics,42,38.69,40.23,39.7,42.87,9.89,4.8,4.8,4.6,4.9,115
PROD_ELEC_004,Electronics,43,41.5,42.96,43.76,41.93,5.66,4.8,4.5,4.6,5.0,95
PROD_ELEC_004,Electronics,44,37.54,40.22,36.37,37.0,6.73,4.8,4.9,4.8,4.7,92
PROD_ELEC_004,Electronics,45,42.38,42.19,41.67,41.15,11.77,4.8,5.0,4.7,4.8,83
PROD_ELEC_004,Electronics,46,41.29,41.37,39.18,38.03,8.84,4.8,4.9,5.0,5.0,70
PROD_ELEC_004,Electronics,47,37.15,35.28,33.94,38.85,8.57,4.8,4.8,4.4,4.9,93
PROD_ELEC_004,Electronics,48,45.11,49.37,48.91,48.17,10.11,4.8,4.9,4.6,5.1,101
PROD_ELEC_004,Electronics,49,38.35,39.11,37.64,36.16,4.93,4.8,4.9,4.8,4.9,103
PROD_ELEC_004,Electronics,50,41.9,42.01,39.62,38.52,8.88,4.8,4.6,4.8,5.0,84
PROD_ELEC_004,Electronics,51,37.94,41.51,39.88,38.13,8.27,4.8,4.9,4.7,4.9,105
PROD_ELEC_004,Electronics,52,38.07,36.92,38.35,33.71,10.9,4.8,4.5,4.4,5.1,82
PROD_ELEC_005,Electronics,1,50.34,47.79,50.65,48.38,5.68,4.5,4.6,4.7,4.4,89
PROD_ELEC_005,Electronics,2,46.0,46.57,48.74,41.55,11.71,4.5,4.2,4.6,4.6,101
PROD_ELEC_005,Electronics,3,54.14,54.23,51.97,54.04,5.1,4.5,4.6,4.6,4.9,75
PROD_ELEC_005,Electronics,4,50.74,49.77,47.97,50.3,5.89,4.5,4.3,4.3,4.8,89
PROD_ELEC_005,Electronics,5,53.72,54.21,53.13,49.7,8.96,4.5,4.4,4.7,4.3,61
PROD_ELEC_005,Electronics,6,52.2,53.76,51.91,52.83,9.56,4.5,4.2,4.4,4.5,93
PROD_ELEC_005,Electronics,7,51.98,50.41,52.22,46.19,6.26,4.5,4.5,4.3,4.4,85
PROD_ELEC_005,Electronics,8,49.9,50.05,48.05,50.3,5.4,4.5,4.5,4.5,4.4,92
PROD_ELEC_005,Electronics,9,51.06,53.5,51.0,48.4,11.18,4.5,4.4,4.4,4.4,83
PROD_ELEC_005,Electronics,10,50.21,50.31,54.75,54.04,6.35,4.5,4.5,4.1,4.6,91
PROD_ELEC_005,Electronics,11,49.53,53.24,47.43,45.67,8.96,4.5,4.6,4.5,4.4,88
PROD_ELEC_005,Electronics,12,47.61,47.88,48.35,47.09,9.15,4.5,4.6,4.1,4.3,106
PROD_ELEC_005,Electronics,13,52.2,53.08,51.21,60.63,7.64,4.5,4.6,4.4,4.8,93
PROD_ELEC_005,Electronics,14,48.11,45.55,48.11,47.71,8.88,4.5,4.5,4.7,4.5,110
PROD_ELEC_005,Electronics,15,50.16,52.87,50.87,46.11,8.42,4.5,4.6,4.7,4.5,84
PROD_ELEC_005,Electronics,16,52.56,52.46,50.68,51.92,11.51,4.5,4.3,4.4,4.7,94
PROD_ELEC_005,Electronics,17,50.05,53.88,49.35,49.91,6.03,4.5,4.6,4.4,4.4,89
PROD_ELEC_005,Electronics,18,51.06,52.15,49.87,55.02,9.87,4.5,4.6,4.2,4.7,95
PROD_ELEC_005,Electronics,19,50.84,51.26,50.76,53.33,6.29,4.5,4.4,4.7,4.6,89
PROD_ELEC_005,Electronics,20,52.84,53.7,46.39,49.67,7.47,4.5,4.3,4.6,4.8,86
PROD_ELEC_005,Electronics,21,49.39,49.65,47.93,45.17,9.54,4.5,4.5,4.5,4.5,104
PROD_ELEC_005,Electronics,22,49.18,49.96,51.7,47.82,6.75,4.5,4.3,4.6,4.5,100
PROD_ELEC_005,Electronics,23,48.83,50.2,49.03,46.61,6.87,4.5,4.3,4.6,4.7,102
PROD_ELEC_005,Electronics,24,48.8,46.0,48.62,50.35,10.14,4.5,4.7,4.7,4.8,86
PROD_ELEC_005,Electronics,25,51.58,54.9,52.12,49.29,5.04,4.5,4.3,4.4,4.6,95
PROD_ELEC_005,Electronics,26,54.74,56.14,57.2,53.93,7.94,4.5,4.3,4.4,4.3,84
PROD_ELEC_005,Electronics,27,50.82,52.22,52.11,47.97,11.99,4.5,4.6,4.7,4.3,94
PROD_ELEC_005,Electronics,28,49.34,52.08,47.55,49.81,11.97,4.5,4.3,4.6,4.6,94
PROD_ELEC_005,Electronics,29,49.43,49.73,48.89,47.05,5.05,4.5,4.3,4.3,4.7,102
PROD_ELEC_005,Electronics,30,45.95,47.66,47.56,47.06,6.1,4.5,4.3,4.2,4.4,119
PROD_ELEC_005,Electronics,31,50.17,53.51,47.34,49.38,6.49,4.5,4.6,4.5,4.6,100
PROD_ELEC_005,Electronics,32,51.24,48.55,48.97,54.23,11.5,4.5,4.5,4.7,4.6,87
PROD_ELEC_005,Electronics,33,54.02,57.94,57.91,54.8,11.11,4.5,4.3,4.4,4.6,90
PROD_ELEC_005,Electronics,34,45.99,47.69,45.86,48.69,11.09,4.5,4.5,4.5,4.3,119
PROD_ELEC_005,Electronics,35,48.13,46.55,46.18,46.58,7.27,4.5,4.7,4.3,4.6,97
PROD_ELEC_005,Electronics,36,48.26,50.1,44.79,44.22,5.68,4.5,4.5,4.1,4.3,90
PROD_ELEC_005,Electronics,37,49.22,48.72,49.51,51.7,10.75,4.5,4.7,4.4,4.4,86
PROD_ELEC_005,Electronics,38,50.28,49.5,50.45,49.08,9.78,4.5,4.6,4.4,4.7,78
PROD_ELEC_005,Electronics,39,48.22,46.26,43.39,42.19,9.09,4.5,4.5,4.3,4.8,92
